Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","millions","","NV","Data not available",""
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","millions","6.7","","Official data","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","millions","7.3","","Official data","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","millions","8","","Official data","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","226","Uganda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","millions","8.8","","Official data","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","8.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","7.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","3.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","2.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20092011","2009-2011","%","31","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20102012","2010-2012","%","32","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20112013","2011-2013","%","31","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20122014","2012-2014","%","31","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20132015","2013-2015","%","29","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20142016","2014-2016","%","27","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20152017","2015-2017","%","25","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2010","2010","index","-1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2011","2011","index","-0.98","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2012","2012","index","-0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2013","2013","index","-0.84","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2014","2014","index","-0.94","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2015","2015","index","-0.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2016","2016","index","-0.72","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.69","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2010","2010","1000 I$","11.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2011","2011","1000 I$","10.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2012","2012","1000 I$","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2013","2013","1000 I$","4.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2014","2014","1000 I$","2.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2015","2015","1000 I$","3.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/capita/day","48","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/capita/day","31","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/capita/day","24","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/capita/day","26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/capita/day","11","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/capita/day","18","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/capita/day","20","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/capita/day","25","F","FAO estimate",""
