Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","8320.186","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","36337.782","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","18077.286","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","18260.492","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","28377.799","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","8771.273","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","37379.767","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","18599.658","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","18780.108","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","28984.506","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","9265.478","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","38450.32","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","19138.137","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","19312.186","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","29619.018","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","9791.527","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","39548.663","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","19692.657","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","19856.009","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","30282.031","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","10352.917","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","40681.414","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","20266.223","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","20415.193","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","30972.693","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","10951.022","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","41853.944","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","20860.448","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","20993.496","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","31684.102","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","11586.042","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","43073.834","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","21477.63","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","21596.2","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","32408.679","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","12255.552","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","44346.525","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","22119.464","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","22227.068","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","33138.622","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","12959.969","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","45673.512","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","22786.199","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","22887.321","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","33871.494","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","13699.408","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","47053.03","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","23477.351","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","23575.682","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","34606.978","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","14476.019","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","48483.129","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","24192.894","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","24290.238","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","35346.511","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","15290.084","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","49960.561","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","24932.61","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","25027.953","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","36092.092","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","16142.777","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","51482.633","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","25696.138","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","25786.5","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","36844.744","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","17035.213","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","53049.23","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","26483.706","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","26565.525","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","37603.765","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","17968.436","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","54660.339","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","27294.92","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","27365.425","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","38367.191","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","18942.828","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","56313.438","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","28127.996","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","28185.448","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","39132.847","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","19958.545","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
